"seqnames","start","end","width","strand","no.cpgs","min_smoothed_fdr","Stouffer","HMFDR","Fisher","maxdiff","meandiff","overlapping.genes"
"chr11",64980819,64981596,778,"*",7,3.29127979952339e-06,6.38754509243191e-06,0.0338248211684699,4.40570896374766e-05,0.0838604822790354,0.0562827546963954,"SLC22A20"
"chr6",49681178,49681774,597,"*",9,4.48285776426184e-06,4.90797033799486e-07,0.0378129839217962,1.42930188236454e-05,-0.0958304666724,-0.0640688630659776,"CRISP2"
"chr22",40081520,40082521,1002,"*",5,4.61701108646546e-06,5.42210353740256e-05,0.0335965360586551,0.000167189576529318,0.127750748665169,0.0640151511363644,"CACNA1I"
"chr11",66084163,66085958,1796,"*",10,5.17366675707034e-06,4.08098465184137e-06,0.0371173127089644,4.53677100863205e-05,0.0810484170698325,0.051826287680758,"RP11-867G23.13, CD248"
"chr19",51486901,51487968,1068,"*",11,5.45285552184515e-06,8.66416245225524e-06,0.038472091370168,4.37478634625576e-05,0.0967806647720038,0.0505704050713111,"CTB-147C22.9, KLK7"
"chr11",67207498,67207599,102,"*",3,5.50579227754975e-06,0.000207746012616613,0.0312020401606509,0.000342620095249276,-0.0964428779475774,-0.0748499891889105,"CORO1B"
"chr10",124318805,124320805,2001,"*",4,6.01270984690646e-06,0.000756480317610862,0.0338248211684699,0.000471938201657173,0.134948146770373,0.0726634900896865,"DMBT1"
"chr11",350906,351125,220,"*",3,6.2254504672506e-06,4.07670876885358e-05,0.0335965360586551,0.000109657545644901,0.0965426902479528,0.0799707786695538,NA
"chr17",9018806,9019336,531,"*",5,8.8626316080077e-06,0.00106874520911887,0.0338248211684699,0.000223079029573817,-0.11371458507083,-0.0634289877253579,"NTN1"
"chr14",22978073,22979162,1090,"*",4,1.03844406670876e-05,4.35960475317606e-05,0.0339302462434587,0.000145180561190749,-0.198260002646661,-0.129726727942377,"TRAJ32"
"chr16",57576285,57577474,1190,"*",6,1.19751127010843e-05,1.19439546909554e-05,0.0370693167330833,7.59357008587976e-05,0.0867608348116637,0.0580769025961948,"GPR114"
"chr12",6485881,6487080,1200,"*",9,1.24838895177109e-05,0.00142494871120657,0.0364997045535775,0.0010128900010873,0.121471198724269,0.0584808205383589,"LTBR, SCNN1A"
"chr10",135341528,135343280,1753,"*",11,1.27379244066306e-05,4.89352677367415e-09,0.0390485092043188,4.87865708852066e-07,-0.181069929526808,-0.138034908134729,"CYP2E1, SPRN, AL161645.2"
"chr12",6299394,6299601,208,"*",3,1.29261487509307e-05,2.47136028408186e-05,0.0339302462434587,0.0001010728814678,0.0764739845520309,0.0725989881353571,NA
"chr5",16614241,16615750,1510,"*",4,1.35519409951873e-05,0.000886114769266047,0.0338248211684699,0.00109303737523976,0.188679490974351,0.10520419521661,"FAM134B"
"chr3",111717534,111718565,1032,"*",12,1.45157711310631e-05,2.27277704870309e-05,0.0381567300451631,0.000127712771929475,0.114737983024034,0.0533048218625785,"TAGLN3"
"chr4",174427146,174428060,915,"*",8,1.61777609980603e-05,0.000387738500608369,0.0362381157623027,0.000429314513245019,0.082137914890837,0.0513413885672229,NA
"chr6",32919700,32921805,2106,"*",15,1.6257353486612e-05,0.000100598265263555,0.0434510364673402,0.000204470933042629,0.137163617339432,0.0576528049082791,"XXbac-BPG181M17.5, HLA-DMA"
"chr11",33913187,33914646,1460,"*",6,1.66088699046889e-05,5.77880803721316e-05,0.0362381157623027,0.000199478631425902,0.0878035618928762,0.0612938468567508,"LMO2"
"chr8",142275649,142276533,885,"*",5,1.95212824186993e-05,9.29820740957932e-05,0.0349990396727839,0.000332441429622817,0.136870688758622,0.0898217022732621,"SLC45A4"
"chr17",46645972,46646444,473,"*",4,2.03498804055242e-05,2.53443478810943e-05,0.0344851869816946,0.000122888723729345,0.104853131960403,0.0817510146229708,"HOXB-AS3, HOXB3"
"chr1",165797892,165798420,529,"*",4,2.20921506426654e-05,0.0177323358936414,0.0339302462434587,0.00422940557657751,0.14262501474997,0.0559170688950289,"UCK2"
"chr19",19780136,19780767,632,"*",2,2.60143323646508e-05,0.0128000371804616,0.0312020401606509,0.00680128737880038,-0.12457654668024,-0.0599983052117229,"ZNF101"
"chr15",43808806,43810131,1326,"*",6,2.84704318841832e-05,0.000186840369863116,0.0366846167239273,0.000235169560461854,0.080836484160365,0.054459630664072,"MAP1A"
"chr2",200468445,200469026,582,"*",5,2.92145148061645e-05,9.16152495471597e-06,0.0370693167330833,8.18531267125078e-05,-0.0959775372115922,-0.0865722168555663,NA
"chr5",1503259,1503979,721,"*",4,3.17676868522822e-05,0.00220536141037166,0.0348684427516481,0.000729279836492482,0.115928880642239,0.0647427778061111,"LPCAT1"
"chr22",30721543,30722331,789,"*",3,3.33580777744612e-05,0.0042494878513008,0.0338248211684699,0.00214142971231297,-0.109051081897836,-0.062131694486611,"TBC1D10A"
"chr7",105319437,105320151,715,"*",7,3.71266639541967e-05,5.51793859654218e-06,0.0377181027286638,8.18531267125078e-05,0.0914493962678742,0.0528612448727483,"ATXN7L1"
"chr8",23312916,23313978,1063,"*",3,3.85678207025745e-05,0.00338592043731109,0.0338248211684699,0.00282533361064725,-0.114387033725932,-0.0698242922958598,"ENTPD4"
"chr6",26330553,26331727,1175,"*",7,3.97884778752511e-05,3.46117762313949e-05,0.0370693167330833,0.000126252278655916,0.094828956175421,0.0542434392512167,NA
"chr8",22547688,22549103,1416,"*",7,4.17507751428566e-05,9.42708777922964e-05,0.0370693167330833,0.000308083702031247,0.114406425353816,0.0635985305410342,"RP11-459E5.1, EGR3"
"chr19",17905332,17906309,978,"*",7,4.22128760463291e-05,9.49679155056907e-05,0.036827276802716,0.000380452921605436,0.163364560770878,0.0787282965315022,"B3GNT3"
"chr17",80866063,80866232,170,"*",3,4.84014205100757e-05,8.13288404750755e-05,0.0338248211684699,0.000284476338353779,0.146706985752695,0.0991944335555773,"TBCD"
"chr7",150786044,150786082,39,"*",3,5.47386164778048e-05,7.82152112257174e-05,0.0350919150579286,0.000299470170018618,0.138158936182128,0.124970162559675,"AGAP3"
"chr2",190044504,190044983,480,"*",6,5.80357260000378e-05,9.87361924136255e-05,0.0362381157623027,0.000285601682887244,0.0860280571105525,0.0532491115573324,"COL5A2"
"chr5",66461884,66462988,1105,"*",5,6.37955519429932e-05,0.000752111087215886,0.0369753735388644,0.000573498438604674,-0.0904502357661951,-0.0642133874065585,"MAST4"
"chr19",40168558,40169912,1355,"*",5,6.73100786520308e-05,4.08098465184137e-06,0.0362381157623027,3.88614035620053e-05,-0.144553685059297,-0.0593106362120609,NA
"chr11",104972078,104972907,830,"*",4,6.73100786520308e-05,0.000346879601890376,0.0348684427516481,0.000729279836492482,-0.0964331113004441,-0.0656048979568707,"CASP1, CARD16, CARD17"
"chr1",228742687,228744111,1425,"*",5,6.82252610297628e-05,6.66770609035994e-06,0.0347154800184784,3.97667808875732e-05,0.0999070251859496,0.0855816213367574,"RNA5SP19"
"chr8",22560922,22561951,1030,"*",9,7.05469402936908e-05,0.000886114769266047,0.0376877414023132,0.000954022222348837,0.0815549702233929,0.0548523234435013,"RP11-459E5.1"
"chr2",231734413,231735434,1022,"*",4,8.21308734459412e-05,0.000532191767552734,0.035431423276316,0.000927715728556942,0.078982917034166,0.0631846194640944,"ITM2C"
"chr10",43846281,43846705,425,"*",5,8.3145733267362e-05,3.3467213471243e-05,0.0362381157623027,0.00020987384379411,0.114821949522768,0.0753308118383763,NA
"chr6",135516912,135517046,135,"*",4,0.00010249001431368,0.00284533879866903,0.0335965360586551,0.00110964595260328,0.0985433820799025,0.0553291133001067,"MYB, MYB-AS1"
"chr3",108020451,108021293,843,"*",5,0.000131747504437604,0.000206702629988776,0.0358604328720642,0.000606937112331423,-0.148445244776177,-0.0828949432101136,"HHLA2"
"chr14",22945181,22945457,277,"*",2,0.000135764388053307,0.000322099184721948,0.0338248211684699,0.000678084009342501,-0.17532215352236,-0.168012409808514,"TRAJ60, AE000661.37"
"chr14",22989081,22989583,503,"*",3,0.000137048508562695,7.84270697351217e-05,0.0353703791024717,0.000304263288214078,-0.109505184322965,-0.0928115870157148,"TRAJ23"
"chr1",25425923,25426427,505,"*",2,0.00014568409948514,0.00113746442214218,0.0315305956122455,0.00166237278090536,0.107617426431814,0.0753248514336305,"RP4-799D16.1"
"chr10",85932296,85933586,1291,"*",4,0.000148863008262785,0.0105243160728044,0.0344851869816946,0.005017981394011,0.100529340607985,0.0502554171974989,"C10orf99"
"chr1",19276236,19277202,967,"*",3,0.000156812308776529,0.00315764988169632,0.0339302462434587,0.00232886831831975,-0.0921820114693104,-0.0656452363484162,"IFFO2"
"chr17",79376536,79377850,1315,"*",5,0.000205634968828511,0.01786317237976,0.0338248211684699,0.00330165551935116,0.127850610965445,0.0535689003621993,"RP11-1055B8.7"
"chr16",2736874,2737356,483,"*",4,0.000207236785494615,0.000186840369863116,0.0362381157623027,0.000628432737213873,0.090916984832697,0.0541392998464003,"KCTD5"
"chr6",160240344,160241556,1213,"*",6,0.000214251845851203,0.00031902311164791,0.0378129839217962,0.000983383695598561,-0.122252105495789,-0.0716626893135103,"PNLDC1"
"chr6",33383412,33385083,1672,"*",11,0.000243752397192535,3.03448140362513e-05,0.0433832958964758,0.000577481346380961,-0.0943911612176775,-0.0562717946420168,"PHF1, CUTA"
"chr6",149771807,149772892,1086,"*",8,0.000263370802570653,0.00196542143053951,0.038472091370168,0.00204079559831848,0.104008146150374,0.0515238115357103,"ZC3H12D"
"chr1",2084246,2085232,987,"*",6,0.000277059987815072,0.00483924939753266,0.035717972079778,0.00325469639460727,-0.174670913158174,-0.0786621450993209,"PRKCZ"
"chr1",2164542,2166155,1614,"*",4,0.00028693969905652,8.54070942801596e-05,0.0362381157623027,0.000351718401063921,-0.106387224725551,-0.0792253701534264,"SKI"
"chr19",21264371,21265421,1051,"*",6,0.000309390400016642,4.97043532506213e-05,0.0388283412661358,0.000420655120143845,-0.219932944300778,-0.140156986422138,"ZNF714"
"chr17",75473577,75474070,494,"*",6,0.000313229968028434,0.000282078219583072,0.0371173127089644,0.000519869172494796,0.0857226035547929,0.0564104850956965,"SEPT9"
"chr6",31542459,31543686,1228,"*",14,0.000317660820123558,1.69906688025186e-05,0.0450930857958402,0.000318279718051108,-0.0905188356289954,-0.0551982394249497,"TNF"
"chr19",37266605,37267584,980,"*",4,0.000339818188789642,0.000516912029755994,0.0370693167330833,0.00124412975608459,-0.0802208728915876,-0.0521633112983774,"CTD-2162K18.4, CTD-2162K18.3"
"chr1",55012989,55014160,1172,"*",6,0.000340828176697349,0.000624418638966592,0.0370693167330833,0.0016655478199422,0.215208023750619,0.0728951055986777,"ACOT11"
"chr10",73846448,73846858,411,"*",2,0.000353587155917724,0.00895439224460509,0.0315305956122455,0.00680128737880038,-0.119330890504886,-0.0618645108543116,"SPOCK2"
"chr2",75058623,75060355,1733,"*",8,0.000369482572098565,0.00397868055145486,0.0371173127089644,0.00455059001798241,0.310750758498483,0.0590284268389797,"RP11-259N19.1"
"chr10",30723604,30724374,771,"*",8,0.000382868175206819,0.000752111087215886,0.0402409468411676,0.00172326041318462,0.105908313183374,0.057354489509771,"MAP3K8"
"chr19",7813422,7813963,542,"*",3,0.000408715859715301,0.000358702849463874,0.035431423276316,0.0010128900010873,0.0798339486654361,0.0627478925597705,NA
"chr8",38584636,38585602,967,"*",4,0.000453574245751232,0.0259436840775936,0.0338248211684699,0.0105433791306227,-0.131915382002569,-0.0520450875764915,NA
"chr20",52198164,52198378,215,"*",3,0.000465281903689189,0.000379442135838843,0.0369393788892549,0.00124412975608459,-0.106291658250017,-0.0886275796892851,"ZNF217"
"chr11",67205739,67206434,696,"*",6,0.000473437516790188,0.000592735590420192,0.0373306978214836,0.00125824019705491,-0.110928869808927,-0.0602998181503637,"CORO1B"
"chr1",37941263,37941854,592,"*",3,0.000489709255574,0.00130008705746676,0.0348684427516481,0.00271906748227866,-0.0933987673691319,-0.0846845653530915,"ZC3H12A"
"chr12",104998182,104998531,350,"*",2,0.000523899176217549,0.00063523136682467,0.0338248211684699,0.00130387153939033,0.11581340170653,0.0941049451234431,"CHST11"
"chr3",188888486,188888584,99,"*",3,0.00055604181810528,0.000511297697958607,0.0339302462434587,0.00123285239538802,0.0940290077753178,0.0630644738710523,"TPRG1"
"chr20",61590751,61591514,764,"*",5,0.000585743414253517,0.00302943799765203,0.0339302462434587,0.00274791002543183,0.177875610915445,0.100597419971827,"SLC17A9"
"chr14",22973366,22975521,2156,"*",7,0.000629745515589115,4.90797033799486e-07,0.0362381157623027,5.92855777840814e-06,-0.150919894410211,-0.108232499189764,"TRAJ36"
"chr7",107300287,107300718,432,"*",3,0.000729203202501825,0.00635909793156031,0.035431423276316,0.0048966244509132,-0.132110385779228,-0.0695892351270853,"SLC26A4-AS1"
"chr11",68866745,68866783,39,"*",3,0.000790834866498223,0.00161046042003671,0.0335965360586551,0.00241823086575831,0.106193666779333,0.0651487238692189,NA
"chr17",4938652,4939521,870,"*",5,0.000813604075942759,0.00435221172878823,0.0373306978214836,0.00316598418409774,0.0862652816361034,0.052566395700542,"SLC52A1"
"chr11",45944091,45944920,830,"*",3,0.000848424130164138,0.00977979979183765,0.035717972079778,0.00714030099863105,0.102242758014484,0.0504492507681651,"GYLTL1B"
"chr14",22992073,22993190,1118,"*",3,0.000987204088808456,5.93032238394311e-05,0.0349990396727839,0.000235169560461854,-0.226325693181947,-0.144529973440053,"TRAJ21"
"chr17",55663225,55663284,60,"*",3,0.00101916691768093,0.000757639599687613,0.035431423276316,0.00172326041318462,0.0954169549994234,0.0827897871982034,"MSI2"
"chr17",55533142,55533389,248,"*",3,0.0010349039802077,0.000886485610291128,0.0346559529075155,0.00193572929080457,0.0943014488971022,0.0708009361759054,"MSI2"
"chr22",25799070,25800327,1258,"*",5,0.00114408506667643,0.000227371617135203,0.0370693167330833,0.000966043853906816,0.0906021604623457,0.0596346582306836,"LRP5L"
"chr12",8276175,8276718,544,"*",3,0.00123320781253484,0.00104404092478772,0.0362381157623027,0.00241823086575831,0.10049265318136,0.0609986766137579,"CLEC4A"
"chr7",1552941,1553444,504,"*",3,0.00127523416057295,0.0103540512158834,0.0315305956122455,0.00679226511200612,0.115075853181627,0.0553211810243047,NA
"chr1",114429815,114430903,1089,"*",5,0.0013068172246445,0.00596553370798475,0.0370693167330833,0.0056013565880929,-0.121257703317927,-0.0599679803973725,"AP4B1-AS1, BCL2L15"
"chr20",56246759,56248127,1369,"*",5,0.00136729585939041,0.0294480591760433,0.0362381157623027,0.0139848868547038,0.114256225654215,0.0501892437881791,"PMEPA1"
"chr7",98738998,98740022,1025,"*",6,0.00136868395466538,0.00272136101410157,0.0378129839217962,0.00364009103858551,-0.12260375479249,-0.0601370736147417,"SMURF1"
"chr22",27152635,27153015,381,"*",3,0.00140467031139339,0.00217642482990135,0.035717972079778,0.00318884539366666,0.110885724061885,0.0736720776558447,"CTA-211A9.5"
"chr2",43188839,43188940,102,"*",3,0.00145095529762634,0.00113359480017783,0.0353196982463262,0.00241823086575831,0.100143137213725,0.0880181378526132,NA
"chr12",125258948,125259531,584,"*",4,0.00151648885288366,0.00113359480017783,0.0371173127089644,0.00278287396974288,-0.149349001301997,-0.0865348528677942,NA
"chr3",11643368,11643630,263,"*",3,0.00162195674253943,0.000689570739545418,0.0364997045535775,0.00202779907635597,0.0892472048389237,0.0791336361771721,"VGLL4"
"chr3",194030679,194030977,299,"*",3,0.00172064722741819,0.00117198494751327,0.0362381157623027,0.00265082927927359,0.0853607334451998,0.0721538987477581,NA
"chr2",242808427,242808907,481,"*",5,0.00173202509173064,0.00272034690344301,0.0344851869816946,0.0045340200768538,0.0913744464177738,0.0515174652984027,NA
"chr17",19450271,19450343,73,"*",2,0.00187524454283304,0.00345377895613704,0.0335965360586551,0.00431701957979885,0.085395420875825,0.0546657404601858,"SLC47A1"
"chr10",126234119,126234138,20,"*",2,0.00194002351452932,0.00145263003355047,0.0347154800184784,0.00278287396974288,0.0754638074057185,0.0651226468380396,"LHPP"
"chr12",56329296,56329903,608,"*",5,0.00202655043153856,0.000993307234340253,0.0373306978214836,0.00255659953585966,-0.0756384528897609,-0.05166198834269,"DGKA"
"chr11",62620843,62621791,949,"*",6,0.00205515001245614,0.000669375477743842,0.0394541287005269,0.00278287396974288,-0.13010748978502,-0.0745175011038867,"SNHG1"
"chr10",133793442,133793734,293,"*",5,0.00208449653416909,0.000293055763425445,0.0395233732507186,0.00169747921871719,0.0939858620282759,0.0701698621602757,"BNIP3"
"chr5",141595654,141595696,43,"*",2,0.00208770072060326,0.00144954015237992,0.0349990396727839,0.00278287396974288,0.0704319258028151,0.0634316418867163,NA
"chr19",54876446,54876795,350,"*",7,0.00217464119767478,0.000323649660805324,0.041496006711921,0.00237884825203539,0.0945765108469783,0.061106543441675,"LAIR1"
"chr19",613111,613818,708,"*",4,0.0024020619841535,0.000375858537953076,0.0379092546113257,0.0017250781332766,0.0811875376249247,0.0756846132141069,"HCN2"
"chr11",64635728,64635846,119,"*",3,0.0024267078995708,0.00119510889411081,0.0362381157623027,0.00274840277631155,-0.0709692330615339,-0.0580090589818821,"EHD1"
"chr16",55794031,55794910,880,"*",6,0.00255349183783223,0.0066023867052144,0.0371173127089644,0.00661505656123882,-0.11322013189307,-0.0580898859035615,"CES1P1"
"chr17",73514798,73515429,632,"*",2,0.00261914287564095,0.00184802735502386,0.0344851869816946,0.00325469639460727,0.102473515886302,0.0629745011343311,"TSEN54"
"chr7",2124092,2125029,938,"*",5,0.00274796474564212,0.00176772174005628,0.0389561828198695,0.00485389737370742,0.09083025167283,0.0732961209077582,"MAD1L1"
"chr17",41738893,41740208,1316,"*",7,0.00275824289355089,0.000407421230048501,0.0399953596736674,0.00241823086575831,-0.101001064664537,-0.0791391461264697,"MEOX1"
"chr15",101932321,101932559,239,"*",2,0.00279113218618846,0.0029110324932933,0.0338248211684699,0.00435438395799724,0.208321062524542,0.0948475019716628,"PCSK6"
"chr15",100654734,100654807,74,"*",3,0.00281039917741861,0.00100753867660579,0.0369753735388644,0.00268578405935904,0.0930726430213807,0.0774446687217737,"ADAMTS17"
"chr6",37616410,37618514,2105,"*",11,0.0029063792000944,0.000306819323846621,0.0430277742069789,0.00124102447997135,0.177837385991895,0.086967078414328,"MDGA1"
"chr4",90227074,90228685,1612,"*",4,0.00294911650969142,0.0198828779119704,0.0362381157623027,0.0112235000589302,-0.110630876654913,-0.0563988833480666,"GPRIN3"
"chr15",42694403,42694733,331,"*",3,0.00307330421706455,0.00824039319820937,0.0349990396727839,0.00744525655070152,0.085756153487693,0.0542999025113061,"CAPN3, RP11-164J13.1"
"chr12",132903921,132904796,876,"*",6,0.00308170217582796,0.00249732496441734,0.0366604522874808,0.00570183966321152,0.080762800974398,0.0524766603244571,"GALNT9"
"chr8",37698620,37700802,2183,"*",8,0.00313408039137838,7.98349049298138e-06,0.0394541287005269,0.00012182864512609,0.0870846424973818,0.0661882546026575,"GPR124, BRF2"
"chr12",125369317,125369577,261,"*",2,0.00322830473987535,0.00330501744349068,0.0338248211684699,0.0047347989746579,0.0679901931862802,0.054405782855101,NA
"chr17",78862893,78866235,3343,"*",13,0.00395569088294444,6.68974878679909e-06,0.0414228743948336,8.8167909449184e-05,-0.129197899937533,-0.0738365749871064,"RPTOR"
"chr10",72254314,72254335,22,"*",3,0.0044094516881539,0.00222580116528319,0.0352639898480552,0.0041630716233776,0.0963837322325356,0.0666281361881721,"PALD1"
"chr2",111873850,111874495,646,"*",2,0.00465583575413462,0.010336453369535,0.0339758938704304,0.0113718603203122,-0.139583829165675,-0.0544114828437009,"ACOXL"
"chr11",32193669,32193776,108,"*",2,0.0046963291069355,0.00235832503434079,0.0358804713033616,0.00432945913155782,-0.0667304998723335,-0.0664488954355424,"RP1-65P5.1"
"chr5",179496893,179497098,206,"*",2,0.00472560304330777,0.00279350864116035,0.0358105159826506,0.0048881855388009,0.0841795691408618,0.0768365629935407,"RNF130"
"chr7",5863510,5863813,304,"*",2,0.00490092458628061,0.00398950191325432,0.0362381157623027,0.00680128737880038,-0.0761992017682631,-0.0628119806260388,"ZNF815P"
"chr20",57797677,57798303,627,"*",3,0.0049184753136742,0.0066774610782785,0.0370693167330833,0.00924311339922067,0.109290860584946,0.0692103638014947,"ZNF831"
"chr2",64863442,64863651,210,"*",3,0.00503531021830992,0.00786454984809275,0.0339302462434587,0.00713868718786174,0.0968828562342876,0.0590631596514585,"SERTAD2"
"chr13",34184932,34185311,380,"*",5,0.00529786976239034,0.000886114769266047,0.0394559042607555,0.00325469639460727,-0.102740844518311,-0.0881567507698318,"RP11-37L2.1, RP11-141M1.3"
"chr6",28983079,28983835,757,"*",5,0.00531231427043126,0.000795914591145824,0.0410810269133576,0.00364009103858551,-0.0861598485136363,-0.0634590155819688,NA
"chr1",233248709,233249267,559,"*",3,0.00539846893637715,0.00205866886931816,0.0371173127089644,0.00463062269651751,0.0808707924250819,0.0735521390068331,"PCNXL2"
"chr1",23888986,23889092,107,"*",2,0.00566580056358622,0.00280886612993834,0.0362381157623027,0.00500915573495191,0.0799304693057281,0.0782398664369338,NA
"chr12",124990897,124991139,243,"*",4,0.00603541237839843,0.00128325259612638,0.0378129839217962,0.00364590317605112,0.0926596730139873,0.0788951192930947,"NCOR2"
"chr10",3509710,3509758,49,"*",2,0.0060798044400245,0.00314240783574247,0.035431423276316,0.00519029785478484,0.109153735859195,0.0975957298085404,NA
"chr12",96590115,96590670,556,"*",2,0.00615365167315219,0.0150034357601167,0.0339302462434587,0.014079227942129,-0.0988116815433035,-0.0725543611412777,"ELK3"
"chr16",85343281,85343650,370,"*",3,0.00627570225837572,0.00196542143053951,0.0371173127089644,0.0046243804743983,0.0671459490414353,0.0649489131577292,NA
"chr4",170581380,170581385,6,"*",2,0.00633039700154477,0.00314240783574247,0.035431423276316,0.00519029785478484,0.110770032626601,0.0942921864156271,"CLCN3"
"chr6",5969260,5969517,258,"*",2,0.00637218478821477,0.00312315776832573,0.0358979270561962,0.00525713519862544,0.0660186346293974,0.0647593038147257,NA
"chr11",7110074,7111072,999,"*",7,0.00643559421763472,0.0011851323940177,0.0396073746951863,0.0045340200768538,0.108179004475324,0.0664202302547776,"RBMXL2"
"chr19",13205470,13205681,212,"*",2,0.00666464378923999,0.00487212686201912,0.0347154800184784,0.00701830353570802,0.0632893650879364,0.0515764560137546,"NFIX"
