"seqnames","start","end","width","strand","no.cpgs","min_smoothed_fdr","Stouffer","HMFDR","Fisher","maxdiff","meandiff","overlapping.genes"
"chr9",35649906,35650999,1094,"*",4,5.99168954446526e-07,1.11216116221294e-05,0.0335965360586551,2.70579829590683e-05,-0.150020420792492,-0.0732775278199443,"SIT1"
"chr22",50970943,50971954,1012,"*",5,7.13741317613335e-07,0.00135137575033776,0.0338248211684699,0.000366562443296564,0.10949795183743,0.0426914012838641,"ODF3B"
"chr22",43525330,43525679,350,"*",3,7.49729737139673e-07,9.29764234694583e-05,0.0315305956122455,9.64674716386709e-05,0.0754114366771267,0.0450411126955524,"BIK"
"chr21",45148332,45149398,1067,"*",9,8.2664638423973e-07,0.000255259506443099,0.0362381157623027,0.000109606940552092,0.0764040388585889,0.0314797150498292,"PDXK"
"chr11",2677341,2678450,1110,"*",3,9.70228384799536e-07,0.00213092464187,0.0315305956122455,0.000286353738249576,0.0901382655568022,0.0549618331318893,"KCNQ1, KCNQ1OT1"
"chr11",2502181,2503306,1126,"*",3,9.96885677124465e-07,0.0212551018005812,0.0312020401606509,0.000491481470552942,0.153379814073705,0.0909223528775165,"KCNQ1"
"chr5",102200701,102201890,1190,"*",9,1.00883167737266e-06,1.45682219767769e-06,0.0373306978214836,1.34082622809584e-05,0.0707336943659446,0.0406306313313299,"PAM"
"chr1",2045682,2047581,1900,"*",7,1.04008577638247e-06,0.000108083417822693,0.0362381157623027,8.86618732635583e-05,-0.118575146183041,-0.0662109455840612,"PRKCZ"
"chr6",31866825,31868470,1646,"*",29,1.11956377855319e-06,0.00137892760070804,0.0396929407557587,0.000142674768855696,0.129860469445728,0.0284686776890814,"C2, ZBTB12"
"chr1",2838805,2839763,959,"*",7,1.27585146049084e-06,0.000178158928318866,0.0339302462434587,0.000183902614389313,-0.102700770015127,-0.0458378762885331,NA
"chr11",47399213,47401027,1815,"*",11,1.31370710404285e-06,0.000103372955210782,0.0373306978214836,4.7076161730865e-05,0.0808051175564316,0.0412393648697551,"SPI1"
"chr16",1608904,1611973,3070,"*",15,1.68942323561549e-06,3.26286031584744e-07,0.0370693167330833,1.46808206469599e-06,-0.107256857152952,-0.0390699205268256,"IFT140"
"chr4",40631741,40633269,1529,"*",12,1.76140207066993e-06,0.00228580549846431,0.0376877414023132,0.000471938201657173,0.0824407392851881,0.030306407060797,"RBM47"
"chr6",156717406,156718546,1141,"*",6,1.76140207066993e-06,1.97588549405726e-05,0.0362381157623027,4.53677100863205e-05,-0.0912676799646401,-0.0605918759690259,NA
"chr22",45071884,45073165,1282,"*",10,1.80950361950595e-06,1.23702683926695e-06,0.0371173127089644,1.94282467505919e-05,0.0693782279102108,0.0411851617963431,"PRR5"
"chr3",106959066,106960066,1001,"*",13,1.84125497702234e-06,0.0441084636455627,0.0312020401606509,0.0103242786534081,0.126077802011063,0.00936259505686117,"LINC00883, LINC00882"
"chr6",134496869,134497755,887,"*",11,1.89985791037076e-06,0.0016090745138564,0.0370693167330833,0.000256428531177581,0.0947014439304455,0.0517331852457507,"SGK1"
"chr16",30995627,30996822,1196,"*",8,2.46989423537194e-06,0.0336422073301846,0.0270578755450496,0.00543465894619858,-0.0602107487451692,-0.00561533705057589,"SETD1A, HSD3B7, AC135048.1"
"chr8",71316013,71317737,1725,"*",8,2.69823183216277e-06,0.000942599289167203,0.0348684427516481,0.000547916549053622,0.0674500567665531,0.0251958697645105,"NCOA2"
"chr11",113953462,113954170,709,"*",5,3.17437746391958e-06,0.000948696304315466,0.0338248211684699,0.000145180561190749,0.0905936646460041,0.0646126876079581,"ZBTB16"
"chr11",64980819,64981596,778,"*",7,3.29127979952339e-06,6.38754509243191e-06,0.0338248211684699,4.40570896374766e-05,0.0838604822790354,0.0562827546963954,"SLC22A20"
"chr2",43903227,43904011,785,"*",9,3.39907831048381e-06,0.000247040274112939,0.0338248211684699,0.000109606940552092,-0.0757673067987198,-0.0366908220813188,"PLEKHH2, AC011242.6"
"chr6",49681178,49681774,597,"*",9,4.48285776426184e-06,4.90797033799486e-07,0.0378129839217962,1.42930188236454e-05,-0.0958304666724,-0.0640688630659776,"CRISP2"
"chr1",234365540,234367322,1783,"*",5,4.58164455436664e-06,0.0218255704822781,0.0312020401606509,0.00881320725749667,0.118769537460925,0.00126854777123783,"SLC35F3"
"chr18",9333974,9335432,1459,"*",11,4.58237086367755e-06,0.00824039319820937,0.0338248211684699,0.00285530453383679,0.0467669614660771,0.0112818529665971,"TWSG1, RP11-888D10.3"
"chr22",40081520,40082521,1002,"*",5,4.61701108646546e-06,5.42210353740256e-05,0.0335965360586551,0.000167189576529318,0.127750748665169,0.0640151511363644,"CACNA1I"
"chr6",31275148,31276797,1650,"*",25,5.14029167456592e-06,9.88656473295602e-06,0.0546027987081709,6.04443558289925e-05,-0.108224171051658,-0.0410476414047172,"XXbac-BPG248L24.10"
"chr11",66084163,66085958,1796,"*",10,5.17366675707034e-06,4.08098465184137e-06,0.0371173127089644,4.53677100863205e-05,0.0810484170698325,0.051826287680758,"RP11-867G23.13, CD248"
"chr19",51486901,51487968,1068,"*",11,5.45285552184515e-06,8.66416245225524e-06,0.038472091370168,4.37478634625576e-05,0.0967806647720038,0.0505704050713111,"CTB-147C22.9, KLK7"
"chr1",92351682,92352481,800,"*",9,5.45855800477505e-06,0.0194198893809288,0.0362381157623027,0.00308763901124501,0.0976262505808322,0.0378790416446945,"TGFBR3"
"chr11",67207498,67207599,102,"*",3,5.50579227754975e-06,0.000207746012616613,0.0312020401606509,0.000342620095249276,-0.0964428779475774,-0.0748499891889105,"CORO1B"
"chr10",88727649,88728572,924,"*",10,5.57055749438246e-06,1.58229144612747e-05,0.0371173127089644,9.27996407749889e-05,0.0686098836135661,0.0401183347633305,"ADIRF, MMRN2, ADIRF-AS1"
"chr20",43729410,43730241,832,"*",11,5.8673497948567e-06,0.000158600045546677,0.0373306978214836,0.00010758406962731,0.0681822219688894,0.0265953596880685,"KCNS1"
"chr10",124318805,124320805,2001,"*",4,6.01270984690646e-06,0.000756480317610862,0.0338248211684699,0.000471938201657173,0.134948146770373,0.0726634900896865,"DMBT1"
"chr11",350906,351125,220,"*",3,6.2254504672506e-06,4.07670876885358e-05,0.0335965360586551,0.000109657545644901,0.0965426902479528,0.0799707786695538,NA
"chr9",140300227,140301079,853,"*",2,7.38889241672182e-06,0.036766756178524,0.0312020401606509,0.00519029785478484,0.0868401804863057,0.0438839205654922,"EXD3"
"chr14",78225524,78227771,2248,"*",18,7.80628436437051e-06,0.0164090935718665,0.0349990396727839,0.000395634398133873,0.0237406598520136,0.00236755204730331,"SLIRP, C14orf178, SNW1, AC008372.1"
"chr17",1548881,1549896,1016,"*",8,8.7569136095034e-06,4.97140997149706e-05,0.0359583786276289,0.000160954345235306,0.0763298223403553,0.0408988020565626,"SCARF1, RILP"
"chr17",9018806,9019336,531,"*",5,8.8626316080077e-06,0.00106874520911887,0.0338248211684699,0.000223079029573817,-0.11371458507083,-0.0634289877253579,"NTN1"
"chr16",11680075,11680980,906,"*",7,8.87134879328669e-06,0.00787492404550739,0.0338248211684699,0.00195190697048611,-0.0975059966546733,-0.0173411329963054,"LITAF"
"chr12",123379308,123381317,2010,"*",13,1.02558057953756e-05,0.00031902311164791,0.0358105159826506,0.000142939897040993,0.0861371235590862,0.0294341464201687,"VPS37B"
"chr14",22978073,22979162,1090,"*",4,1.03844406670876e-05,4.35960475317606e-05,0.0339302462434587,0.000145180561190749,-0.198260002646661,-0.129726727942377,"TRAJ32"
"chr17",79373624,79375254,1631,"*",10,1.12790843981358e-05,0.0016185570767954,0.0371173127089644,0.00124412975608459,0.0972833512666308,0.0385578629259408,"RP11-1055B8.6, RP11-1055B8.7, MIR4740"
"chr14",53418112,53419701,1590,"*",11,1.13979893835396e-05,0.00266443174834442,0.0362381157623027,0.00190898205451799,0.078599086135161,0.0226521281805921,"FERMT2"
"chr11",68779553,68782211,2659,"*",18,1.16119318013038e-05,9.56846537756419e-06,0.0362381157623027,5.7133435488496e-05,-0.07750624498751,-0.0226612176636758,"RP11-554A11.6, MRGPRF"
"chr11",3647086,3648013,928,"*",6,1.18775154287932e-05,0.0123798454971007,0.0347154800184784,0.0010128900010873,0.0751987162692341,0.0403560053991003,"TRPC2"
"chr16",57576285,57577474,1190,"*",6,1.19751127010843e-05,1.19439546909554e-05,0.0370693167330833,7.59357008587976e-05,0.0867608348116637,0.0580769025961948,"GPR114"
"chr12",48152204,48153133,930,"*",14,1.22334701585889e-05,0.0117132884711654,0.0370693167330833,0.00278287396974288,0.0720868016597301,0.0218987196847035,"SLC48A1, RAPGEF3"
"chr12",6485881,6487080,1200,"*",9,1.24838895177109e-05,0.00142494871120657,0.0364997045535775,0.0010128900010873,0.121471198724269,0.0584808205383589,"LTBR, SCNN1A"
"chr9",139221076,139222968,1893,"*",6,1.26676614671712e-05,1.82532524588346e-06,0.0339302462434587,4.20003272340536e-06,0.0776859112948441,0.0458303869503372,"GPSM1"
"chr10",135341528,135343280,1753,"*",11,1.27379244066306e-05,4.89352677367415e-09,0.0390485092043188,4.87865708852066e-07,-0.181069929526808,-0.138034908134729,"CYP2E1, SPRN, AL161645.2"
"chr12",6299394,6299601,208,"*",3,1.29261487509307e-05,2.47136028408186e-05,0.0339302462434587,0.0001010728814678,0.0764739845520309,0.0725989881353571,NA
"chr17",33775295,33776683,1389,"*",15,1.32364217212392e-05,1.78563867368448e-05,0.0436641837327016,0.000145180561190749,0.0794962451741763,0.0310292639970276,"SLFN13"
"chr5",16614241,16615750,1510,"*",4,1.35519409951873e-05,0.000886114769266047,0.0338248211684699,0.00109303737523976,0.188679490974351,0.10520419521661,"FAM134B"
"chr2",237476609,237479015,2407,"*",11,1.3763952916485e-05,4.81891116278037e-07,0.0371173127089644,7.62868061798006e-06,0.0877366411933843,0.0476058747882504,"ACKR3"
"chr3",111717534,111718565,1032,"*",12,1.45157711310631e-05,2.27277704870309e-05,0.0381567300451631,0.000127712771929475,0.114737983024034,0.0533048218625785,"TAGLN3"
"chr7",1895458,1896827,1370,"*",7,1.54631589896858e-05,0.00216173504373822,0.0371173127089644,0.000954022222348837,0.0565417702497928,0.0269237842476696,"MAD1L1"
"chr6",106957081,106958645,1565,"*",9,1.56044447291673e-05,0.00197592784544648,0.0358979270561962,0.00169747921871719,0.110364087605158,0.0404706220217189,NA
"chr4",174427146,174428060,915,"*",8,1.61777609980603e-05,0.000387738500608369,0.0362381157623027,0.000429314513245019,0.082137914890837,0.0513413885672229,NA
"chr6",32919700,32921805,2106,"*",15,1.6257353486612e-05,0.000100598265263555,0.0434510364673402,0.000204470933042629,0.137163617339432,0.0576528049082791,"XXbac-BPG181M17.5, HLA-DMA"
"chr22",42394048,42395340,1293,"*",10,1.6257353486612e-05,0.00275533635534255,0.0370693167330833,0.000972083564973886,0.0968481879702907,0.0455278479443041,"SEPT3, WBP2NL"
"chr11",33913187,33914646,1460,"*",6,1.66088699046889e-05,5.77880803721316e-05,0.0362381157623027,0.000199478631425902,0.0878035618928762,0.0612938468567508,"LMO2"
"chr16",3161760,3163228,1469,"*",5,1.67138699874786e-05,0.000282078219583072,0.0339302462434587,0.000536674046645755,0.0859360447945771,0.0390388335889995,"ZNF205, ZNF205-AS1"
"chr19",35530254,35532097,1844,"*",11,1.77821840085752e-05,1.63872327110549e-05,0.0371173127089644,4.37478634625576e-05,0.106956244420845,0.0409649627670442,"SCN1B, HPN"
"chr8",142275649,142276533,885,"*",5,1.95212824186993e-05,9.29820740957932e-05,0.0349990396727839,0.000332441429622817,0.136870688758622,0.0898217022732621,"SLC45A4"
"chr4",187065417,187066505,1089,"*",12,1.96289495069674e-05,0.0155807294020068,0.0338248211684699,0.00522446758905139,0.0274437551124898,0.00498124923889041,"FAM149A"
"chr11",2846681,2848310,1630,"*",8,2.03289373999925e-05,0.00385991626942546,0.035717972079778,0.00325469639460727,0.0945860649945368,0.0362555384264232,"KCNQ1"
"chr17",46645972,46646444,473,"*",4,2.03498804055242e-05,2.53443478810943e-05,0.0344851869816946,0.000122888723729345,0.104853131960403,0.0817510146229708,"HOXB-AS3, HOXB3"
"chr21",43372922,43373897,976,"*",6,2.10233303317623e-05,0.00840913651715694,0.0339785259951897,0.00316145404093775,0.114723491386351,0.0434241805821944,"C2CD2"
"chr1",165797892,165798420,529,"*",4,2.20921506426654e-05,0.0177323358936414,0.0339302462434587,0.00422940557657751,0.14262501474997,0.0559170688950289,"UCK2"
"chr5",1268644,1269309,666,"*",8,2.21458002951982e-05,0.000404753052702644,0.0364997045535775,0.000426319470737613,-0.0806528011943976,-0.0335422813529373,"TERT"
"chr2",106681831,106682640,810,"*",8,2.4677497273298e-05,0.00614876110818444,0.0338248211684699,0.00352887889521724,0.100049345734642,0.0313665193502946,"C2orf40"
"chr2",157183755,157187204,3450,"*",17,2.50844300936731e-05,1.06532046482255e-06,0.0374229627092894,4.37478634625576e-05,0.0979178874975583,0.0395578529921372,"NR4A2"
"chr19",19780136,19780767,632,"*",2,2.60143323646508e-05,0.0128000371804616,0.0312020401606509,0.00680128737880038,-0.12457654668024,-0.0599983052117229,"ZNF101"
"chr20",35200590,35202059,1470,"*",8,2.79009560286676e-05,0.00221186729370122,0.0362381157623027,0.0017250781332766,0.0933494508010984,0.0283151618592596,"TGIF2, RP5-977B1.7, RP5-977B1.11"
"chr15",43808806,43810131,1326,"*",6,2.84704318841832e-05,0.000186840369863116,0.0366846167239273,0.000235169560461854,0.080836484160365,0.054459630664072,"MAP1A"
"chr2",200468445,200469026,582,"*",5,2.92145148061645e-05,9.16152495471597e-06,0.0370693167330833,8.18531267125078e-05,-0.0959775372115922,-0.0865722168555663,NA
"chr12",122711188,122712925,1738,"*",11,2.95419756199261e-05,0.00135137575033776,0.0383934201816431,0.000748452130622711,0.0839765653802026,0.0412716858278405,"DIABLO, RP11-512M8.5"
"chr3",111804343,111805408,1066,"*",13,2.98765542536677e-05,0.00279350864116035,0.0373306978214836,0.00130387153939033,0.0920994783010434,0.0238304062494439,"C3orf52"
"chr7",128579876,128580792,917,"*",6,3.11546500787936e-05,0.0535641856276493,0.0338248211684699,0.00718905917278897,0.0923152820361026,0.0382118555207334,"IRF5"
"chr5",1503259,1503979,721,"*",4,3.17676868522822e-05,0.00220536141037166,0.0348684427516481,0.000729279836492482,0.115928880642239,0.0647427778061111,"LPCAT1"
"chr17",4805392,4807065,1674,"*",5,3.24472524584406e-05,0.0144314202801318,0.0335965360586551,0.00519029785478484,0.0505562238875523,0.0302613798105737,"C17orf107, CHRNE"
"chr22",30721543,30722331,789,"*",3,3.33580777744612e-05,0.0042494878513008,0.0338248211684699,0.00214142971231297,-0.109051081897836,-0.062131694486611,"TBC1D10A"
"chr6",29690056,29693534,3479,"*",53,3.48458234975311e-05,0.000705434464323119,0.0665540878868161,0.00162928374149101,-0.12613047815571,-0.0193376035229062,"HLA-F, HCG4P11"
"chr20",44638517,44640501,1985,"*",6,3.61969972539026e-05,0.0184677281677485,0.0315305956122455,0.00702854861550893,0.0898165037003259,0.027564170496659,"MMP9"
"chr7",105319437,105320151,715,"*",7,3.71266639541967e-05,5.51793859654218e-06,0.0377181027286638,8.18531267125078e-05,0.0914493962678742,0.0528612448727483,"ATXN7L1"
"chr8",23312916,23313978,1063,"*",3,3.85678207025745e-05,0.00338592043731109,0.0338248211684699,0.00282533361064725,-0.114387033725932,-0.0698242922958598,"ENTPD4"
"chr6",36852415,36854046,1632,"*",8,3.93244271704101e-05,0.0634870824154309,0.0312020401606509,0.0163059813754212,-0.116074872016923,-0.015717415179753,"C6orf89"
"chr19",35939561,35940862,1302,"*",8,3.97884778752511e-05,0.00388035638070365,0.0339302462434587,0.00193572929080457,0.0915889668220663,0.0197244037803591,"FFAR2"
"chr6",26330553,26331727,1175,"*",7,3.97884778752511e-05,3.46117762313949e-05,0.0370693167330833,0.000126252278655916,0.094828956175421,0.0542434392512167,NA
