"seqnames","start","end","width","strand","no.cpgs","min_smoothed_fdr","Stouffer","HMFDR","Fisher","maxdiff","meandiff","overlapping.genes"
"chr7",64540465,64541923,1459,"*",5,1.56605512419513e-05,2.47322187378077e-05,0.0906931901596496,0.000149570628473694,0.111755524012073,0.0569726625916407,NA
"chr1",1885948,1886865,918,"*",5,2.36965267217042e-05,0.00239628419736634,0.0889638615537298,0.00153314261871911,0.169049684862556,0.0622285704969022,"C1orf222"
"chr7",1003645,1004748,1104,"*",5,2.6435469057703e-05,0.00805504566547659,0.090871177471203,0.00201783202436441,-0.163644329787593,-0.0850723027667176,"COX19"
"chr16",55793200,55794910,1711,"*",7,7.29485900464727e-05,0.0041351394754954,0.0943277936283181,0.000940264401636178,-0.130225240290651,-0.0544032623890479,"CES1P1"
"chr1",177001793,177002422,630,"*",4,0.00022317225640277,0.0106140426504927,0.0903091776341781,0.00274421516920143,-0.104433729001031,-0.0572468407798477,"ASTN1"
"chr8",144484205,144484296,92,"*",2,0.00031802954543025,0.00103297474091696,0.0867548136116768,0.00210765276911485,-0.0627328777575557,-0.0563417786351387,NA
"chr4",174912071,174912278,208,"*",5,0.000438126825463895,0.000321021788686084,0.097366236198131,0.00153314261871911,-0.0804234242240981,-0.0552183317521877,NA
"chr12",31271429,31272119,691,"*",5,0.000476862466376284,0.000541071529006964,0.093133474255399,0.00229611714357039,-0.125113829279785,-0.091038555074511,"RP11-551L14.1"
"chr18",21572622,21572748,127,"*",4,0.000503585792344636,0.000322223134023064,0.0969922212747247,0.00156708758092179,-0.0745507798000097,-0.0515791920724611,"TTC39C"
"chr5",36662804,36662950,147,"*",3,0.000527863302764843,0.000685091232705407,0.0903091776341781,0.00210765276911485,-0.0638694404252432,-0.0561033265525103,"SLC1A3"
"chr13",21900392,21901649,1258,"*",7,0.000838000049169302,0.00295967502089727,0.104041687338017,0.00502500991035984,-0.133759711687659,-0.0824304000819051,"LINC00422"
"chr14",96038687,96039124,438,"*",2,0.00101922816085066,0.0751999444406733,0.0848128963431323,0.0277147182029356,0.291510429193522,0.145721268993675,NA
"chr1",200879897,200880981,1085,"*",3,0.00118567206064475,0.0111376402623961,0.0848128963431323,0.0112310649264025,0.291969430154651,0.0983774727227985,"C1orf106"
"chr12",131958981,131959253,273,"*",2,0.00118973262335837,0.00239628419736634,0.0903091776341781,0.00502500991035984,-0.11099395168925,-0.0768851459215179,"RP11-897M7.1"
"chr11",73668626,73669449,824,"*",5,0.00147403801159355,0.004015209794548,0.0983060668186536,0.00984618785581137,-0.106484969014977,-0.0575845757695583,"DNAJB13"
"chr12",131519906,131519998,93,"*",2,0.00150262209028506,0.00308402237888095,0.0903091776341781,0.00598615187428434,-0.24276854988986,-0.225859104878859,"GPR133, RP11-76C10.2"
"chr2",153263288,153264085,798,"*",2,0.00350819348049782,0.0404691769121788,0.0880767720228874,0.0310607636703294,-0.0761857949512566,-0.0597715969575826,"FMNL2"
"chr8",2418143,2418843,701,"*",3,0.00361582822906361,0.145144201367135,0.0889192994800572,0.0595258127887409,0.184531583836038,0.0581624829993084,NA
"chr9",19297575,19298547,973,"*",2,0.00366759040445955,0.0110001876012434,0.0885143789866324,0.014341596024843,-0.114655570398767,-0.0689938133987701,"DENND4C"
"chr16",83966922,83968911,1990,"*",8,0.003780358464118,0.0712042919367624,0.0991189311180375,0.0267871121819142,0.283382473694079,0.0727788602154971,"RP11-505K9.4"
"chr19",55598443,55599320,878,"*",5,0.00382930443642822,0.000644843558651839,0.104041687338017,0.00359302941773029,-0.0709000283106834,-0.0513670216917433,"EPS8L1"
"chr2",20306539,20306795,257,"*",2,0.00544514164887731,0.00735501768013955,0.0903091776341781,0.0136621591414729,-0.0770512111816245,-0.0740221957345164,"AC098828.2"
"chr8",42748651,42749175,525,"*",2,0.00592048377658609,0.025169472176584,0.0903091776341781,0.0270637992567627,-0.0732717721480594,-0.0507251843843118,"RNF170"
"chr4",46126066,46126448,383,"*",7,0.00649879993570743,0.00114112706239098,0.10434764118743,0.00841787866464897,-0.0845337010375366,-0.0555668372346843,"GABRG1"
"chr7",63924280,63925298,1019,"*",4,0.0065065811349541,0.0016326137257457,0.101747775662041,0.00598615187428434,-0.0922465116988599,-0.0515579390962248,NA
"chr5",66461884,66462988,1105,"*",5,0.00756694410168359,0.00237195476367667,0.101461327269971,0.00934226532508409,-0.0728986740848853,-0.0525320027444631,"MAST4"
"chr6",29912713,29913343,631,"*",3,0.0081896223422314,0.0175644334521606,0.0906931901596496,0.0250448050821211,0.0902963695949015,0.0712842067341923,"HLA-A"
"chr22",49447430,49448320,891,"*",4,0.00840517305258043,0.00772938183900492,0.101874885932569,0.0185298086531068,-0.141083772510964,-0.0638132052213002,NA
"chr8",74282812,74282931,120,"*",3,0.00854848039194391,0.00583988930304339,0.0988827934944854,0.014341596024843,-0.0986413405694986,-0.0932100951731616,NA
"chr3",15311021,15311269,249,"*",4,0.00889210778768435,0.00501448379623867,0.101874885932569,0.0142670186093191,0.0770443338074704,0.0532042700943517,"SH3BP5"
"chr6",167559851,167560727,877,"*",5,0.00977912289957834,0.00961579333165736,0.104041687338017,0.0206949404850531,-0.0854046085449889,-0.0604334693931034,"TCP10L2"
"chr3",10276672,10277547,876,"*",2,0.00989694571471173,0.019255052541655,0.0903091776341781,0.0259037188758936,0.165087494051609,0.0857528020450542,"IRAK2"
"chr16",83171068,83171992,925,"*",5,0.0104616591526,0.0372424941421511,0.103899300345957,0.0313137132074347,0.109483946576554,0.0670024045629335,"CDH13"
"chr20",30437284,30437731,448,"*",3,0.01059244685268,0.0129383973366413,0.0946126737452128,0.0215583754012057,-0.0759146474995511,-0.0514564744570875,"DUSP15"
"chr13",106063138,106063172,35,"*",3,0.0108792000746472,0.0169058148224114,0.0903091776341781,0.0223829614369017,-0.0660049891087453,-0.0546680852781627,NA
"chr16",54210496,54210550,55,"*",2,0.0123784312809488,0.0138710883597372,0.0983060668186536,0.0234145286710507,-0.0954989747159279,-0.0678933286108536,NA
"chr10",3598486,3598627,142,"*",2,0.0133374555103118,0.012354234776526,0.0971528218476666,0.0215022018050267,-0.0751605967961627,-0.0652084936829913,NA
"chr21",47604052,47605174,1123,"*",8,0.0136543887619986,0.00109139106850009,0.105116033223266,0.00958630497102944,-0.132069369390327,-0.0970837628667588,"AP001468.58, SPATC1L"
"chr2",110969641,110970249,609,"*",5,0.0136979538753758,0.00361654098406813,0.10434764118743,0.0157344216098319,0.0944912894567804,0.060080269157998,"LINC00116"
"chr6",32843055,32844032,978,"*",2,0.0147224150534593,0.0245935025427774,0.0903091776341781,0.0305491341426894,-0.0679218485404031,-0.0529455090660801,NA
"chr19",55542120,55542784,665,"*",2,0.0148893453164942,0.103703054660386,0.0903091776341781,0.0578468566001904,0.147929556606038,0.0764974893711353,"CTC-550B14.7, GP6, CTC-550B14.6"
"chr11",64333366,64334217,852,"*",2,0.015856537171277,0.0553137995835888,0.0932492738695738,0.0526122031392176,-0.100286999021788,-0.052037707251646,"SLC22A11"
"chr2",113992762,113994035,1274,"*",9,0.0161532403776545,0.00185967948909375,0.10434764118743,0.0144093226398336,0.117187365752108,0.0790779526129719,"PAX8-AS1, PAX8"
"chr2",237027592,237028230,639,"*",2,0.0173663261171296,0.0607923511274891,0.0903091776341781,0.0517259170643175,0.147958769014401,0.0807416109014266,"AGAP1"
"chr4",640348,640594,247,"*",3,0.0175601357996297,0.0110629301922219,0.101747775662041,0.0229389339860019,-0.0915758239769663,-0.0782110293635168,"PDE6B"
"chr7",150440016,150440426,411,"*",2,0.0176261713089233,0.0148115650440841,0.0983060668186536,0.0244450428862201,-0.119277821815062,-0.0976039564867374,"GIMAP5"
"chr1",223743086,223743126,41,"*",2,0.021059971411819,0.0180384727289043,0.0955735013602166,0.0275344003903732,-0.0735737332717107,-0.0563118454376456,"CAPN8"
"chr5",31106255,31107126,872,"*",2,0.0211343448592625,0.01901380643653,0.0933976479089593,0.0276834586521331,0.198964401607484,0.0699800295300798,"RP11-152K4.2"
"chr7",38356729,38358683,1955,"*",7,0.0214351456934279,0.0103441758505248,0.104535059012148,0.0215022018050267,0.107147753719478,0.063637207252193,"TRGV9"
"chr6",158245646,158245997,352,"*",2,0.0228031862509167,0.0413219953521028,0.0903091776341781,0.0428695267577828,-0.0595597428293534,-0.0519247244716586,"SNX9"
"chr2",236923322,236924310,989,"*",5,0.0246160159377667,0.0024435179469414,0.104219754567357,0.0112310649264025,-0.0840365816279558,-0.051505109537785,"AGAP1"
"chr3",52351355,52351963,609,"*",5,0.0246954330502301,0.00726898121550505,0.10440215163483,0.0239677194241198,-0.0679968917986055,-0.0536512649302181,"DNAH1"
"chr12",125599568,125599624,57,"*",2,0.02532587757322,0.0200089880185122,0.0993376482570625,0.0309897749092604,0.0916192336662285,0.0785888795659072,"AACS"
"chr12",7902721,7903170,450,"*",3,0.0274240106312543,0.0524844876084266,0.101461327269971,0.0495653827670004,0.16115735595767,0.0590678157493868,"CLEC4C"
"chr3",88050165,88050264,100,"*",2,0.027624294147355,0.0239723763833729,0.094719253921318,0.0334555418647557,-0.0646049525609537,-0.0591507448996201,NA
"chr1",242220301,242220925,625,"*",5,0.0297824243887877,0.0149954670024675,0.10434764118743,0.0323026948499173,-0.0757356137125018,-0.0520978862072786,"TUBB8P6"
"chr2",236890427,236890542,116,"*",2,0.0305953091231106,0.0222475513738783,0.0988779363154748,0.0337888490023157,-0.0664078623053444,-0.0640137807536116,"AGAP1"
"chr1",180922636,180923847,1212,"*",7,0.0307351103466125,0.00805504566547659,0.104441468692091,0.0266938595488584,0.0926398155759008,0.0568541999623985,"RP11-46A10.5, RP11-46A10.4"
"chr1",3600735,3600879,145,"*",3,0.0311047760561051,0.016524856406015,0.104041687338017,0.0309488899160899,-0.102803387299937,-0.0686076680525718,"TP73"
"chr6",164461074,164461131,58,"*",2,0.0316360609541179,0.0209370405327856,0.101461327269971,0.0329147750085354,-0.0580485904666074,-0.0532690860232034,NA
"chr5",1924173,1925014,842,"*",2,0.0337646410330262,0.0404691769121788,0.0975439033450024,0.0475660870544015,-0.108007142396577,-0.0612769104623071,NA
"chr19",8619925,8620744,820,"*",3,0.0360075941524176,0.0903973989899418,0.0999500148006163,0.0737710510890351,-0.17000422591914,-0.0590688158934084,"MYO1F"
"chr17",76897139,76897297,159,"*",2,0.0396711717247612,0.080157901004111,0.0903091776341781,0.0540385575132943,0.259165631400755,0.132197386150902,"TIMP2, DDC8"
"chr19",48565104,48565189,86,"*",2,0.0424943671672583,0.0358191517922267,0.0968249765670702,0.04368379043335,-0.0756302306656662,-0.055886043187418,"CTD-2265M8.2, PLA2G4C"
"chr20",32254706,32256071,1366,"*",5,0.0457847930827258,0.00831799991080676,0.10456862655092,0.0270936359659803,0.0922421706056279,0.0710751951686417,"ACTL10, NECAB3"
"chr7",38370664,38370988,325,"*",4,0.0476491568574381,0.0158302088909109,0.10434764118743,0.0356272250262552,0.0875484512695496,0.0708594575203543,NA
"chr12",122518089,122519674,1586,"*",4,0.0480044716901014,0.0209265285912651,0.104219754567357,0.0380239598842359,-0.0824733028733617,-0.0521467352984443,"MLXIP"
"chr17",78720226,78720537,312,"*",2,0.0480099300078185,0.0402615240754325,0.098733473417239,0.0475660870544015,0.063385965262944,0.0531074091010561,"RPTOR"
"chr2",193256,194026,771,"*",4,0.0495519932336539,0.0215005926616673,0.10434764118743,0.0415935934684778,0.0934890301063212,0.0537751905681372,NA
