"seqnames","start","end","width","strand","no.cpgs","min_smoothed_fdr","Stouffer","HMFDR","Fisher","maxdiff","meandiff","overlapping.genes"
"chr11",67069814,67071885,2072,"*",15,1.14462944101139e-07,7.68272015785938e-08,0.0903091776341781,2.91296626892471e-07,-0.0779820153746833,-0.0313862301553332,"ANKRD13D, SSH3"
"chr14",75800724,75801023,300,"*",3,1.25091435342318e-07,4.13618040114389e-06,0.0848128963431323,1.54182986445926e-05,-0.0422642047134562,-0.0395283463668147,NA
"chr6",32489203,32490444,1242,"*",10,1.4425639169556e-07,5.28943325629805e-05,0.0903091776341781,1.54182986445926e-05,-0.251635809962196,-0.14004516559382,"HLA-DRB5"
"chr5",61028265,61028899,635,"*",6,2.5640494009535e-07,1.65076698412532e-07,0.0903091776341781,2.38049169219609e-06,-0.102954666554452,-0.0631327005618085,"C5orf64, CTD-2170G1.2"
"chr6",31547704,31551526,3823,"*",40,3.21767113890295e-07,5.36820511421939e-05,0.104041687338017,4.78712283980091e-06,-0.0877431544697952,-0.0173066456553688,"LTB"
"chr6",44243304,44244590,1287,"*",6,3.60237003827541e-07,0.048271788244443,0.0800944743762926,0.00750222055846351,0.0746136683634304,0.0317411330470031,"TMEM151B, RP11-444E17.6"
"chr10",135341528,135343280,1753,"*",11,4.12999337346502e-07,1.13398946555825e-09,0.101874885932569,2.18898784734783e-07,-0.15031106882314,-0.112251015852303,"CYP2E1, SPRN, AL161645.2"
"chr6",30879515,30882708,3194,"*",60,4.45939366310886e-07,0.00069403596294011,0.104041687338017,6.79586170191524e-05,-0.0551030835126698,-0.0101496497778217,"GTF2H4, VARS2"
"chr2",200468445,200469026,582,"*",5,5.08912798838998e-07,9.05190027227292e-07,0.0903091776341781,7.80194883470405e-06,-0.120294425382295,-0.100170353496163,NA
"chr5",178763293,178763771,479,"*",3,8.62807752196026e-07,5.16679878796557e-05,0.081909766822494,0.000113465481019465,-0.0904700489946956,-0.0653158471970299,"ADAMTS2"
"chr1",1181757,1183528,1772,"*",9,1.3821927857787e-06,1.53742710215163e-05,0.098733473417239,2.13154980429457e-05,-0.087516726323579,-0.0373755806476068,"FAM132A"
"chr12",7591587,7593007,1421,"*",6,1.41295345256196e-06,0.000321021788686084,0.0900611633244584,0.000390969884427998,-0.0792220573239347,-0.043683731110745,"CD163L1, RP11-157G21.2"
"chr7",158032120,158032496,377,"*",3,2.06981895807739e-06,0.00310545601734588,0.0800944743762926,0.000679535216987393,0.194604394317922,0.0999609134991529,"PTPRN2"
"chr6",27185676,27186199,524,"*",5,4.08523252634018e-06,3.91412676186578e-06,0.0903091776341781,4.16844815237889e-05,-0.103662848790334,-0.0884860978142765,NA
"chr1",205780912,205782719,1808,"*",11,4.20247490313428e-06,0.17864238744394,0.0800944743762926,0.0511749808759235,-0.044260578622507,-0.00575719927959198,"SLC41A1"
"chr17",79495006,79496290,1285,"*",11,4.21831886433415e-06,0.0410427511010708,0.093133474255399,0.00173479831682518,-0.059764637443048,-0.0157627904225978,"FSCN2"
"chr10",99337800,99338240,441,"*",5,4.77127646191446e-06,9.02433609279865e-06,0.090871177471203,6.45631540623109e-05,-0.0802803973614864,-0.0593669530816216,"ANKRD2"
"chr8",145754538,145755974,1437,"*",12,4.78961359297285e-06,0.00108530611346524,0.097366236198131,0.000998283067611759,-0.0760633828691622,-0.0264949066486579,"ARHGAP39"
"chr1",153599479,153600972,1494,"*",12,4.92122165093699e-06,0.00295967502089727,0.101874885932569,0.000733895654829954,-0.112660695503366,-0.0513888481883366,"S100A1, S100A13, RP1-178F15.5"
"chr16",8806359,8807043,685,"*",13,4.97391984414656e-06,6.94886288228766e-07,0.104041687338017,2.69618606466252e-05,-0.0767747268693629,-0.0441408039636812,"ABAT"
"chr10",135121295,135123421,2127,"*",24,9.17150459023323e-06,0.0372043951323412,0.0848128963431323,0.0121087086906304,0.0263113891610788,0.00211627147210936,"ZNF511, TUBGCP2"
"chr6",31830364,31834178,3815,"*",72,1.00155809953764e-05,0.0599027425368994,0.104041687338017,0.0148669811536334,0.0512308496406977,0.00439023633399816,"NEU1, SLC44A4"
"chr12",26985133,26987164,2032,"*",25,1.20239963975918e-05,0.00181138359115448,0.093133474255399,0.00138378109436166,-0.0518234718711656,-0.0112429675216332,"ITPR2"
"chr6",33177792,33181870,4079,"*",45,1.25149967822827e-05,0.00109139106850009,0.101461327269971,0.000173867716845601,0.0805804959133189,0.00294012671596557,"RING1"
"chr6",32919427,32921805,2379,"*",19,1.25149967822827e-05,0.00146771259552936,0.10434764118743,0.0013944019919974,0.0717766271278754,0.0191056740378469,"XXbac-BPG181M17.5, HLA-DMA"
"chr17",5401814,5404581,2768,"*",17,1.25149967822827e-05,0.0032038884438189,0.104041687338017,0.00139267793347898,-0.104886814638065,-0.0233852656174646,"NLRP1"
"chr8",145749776,145750363,588,"*",4,1.26668592330282e-05,0.000468326201648435,0.0903091776341781,0.00066943952665534,-0.0937283854510273,-0.0595179406850526,"LRRC14, LRRC24"
"chr7",48073694,48076004,2311,"*",10,1.45777692203505e-05,0.00805504566547659,0.0848128963431323,0.00191690638409093,-0.057145064771398,-0.0245304715206631,"C7orf57"
"chr7",64540465,64541923,1459,"*",5,1.56605512419513e-05,2.47322187378077e-05,0.0906931901596496,0.000149570628473694,0.111755524012073,0.0569726625916407,NA
"chr3",50127203,50127982,780,"*",2,2.07518100137044e-05,0.0708492174959102,0.0800944743762926,0.0187085304949785,-0.0494288281069538,-0.024166612419425,"RBM6, RBM5"
"chr2",223915522,223917590,2069,"*",10,2.16046372758805e-05,0.00353705086052727,0.0903091776341781,0.00252497981465746,-0.0510705110905522,-0.0199525413752611,"KCNE4"
"chr7",5552734,5554215,1482,"*",7,2.24559699043543e-05,0.0535956861036361,0.0800944743762926,0.0150643157942949,-0.0239572660412174,-0.000861036431881912,"FBXL18"
"chr19",13873471,13875950,2480,"*",18,2.29359612263086e-05,0.0696475101094095,0.101747775662041,0.0207952891771386,0.228545573486474,0.032545392137439,"CCDC130, MRI1"
"chr1",1885948,1886865,918,"*",5,2.36965267217042e-05,0.00239628419736634,0.0889638615537298,0.00153314261871911,0.169049684862556,0.0622285704969022,"C1orf222"
"chr7",1003645,1004748,1104,"*",5,2.6435469057703e-05,0.00805504566547659,0.090871177471203,0.00201783202436441,-0.163644329787593,-0.0850723027667176,"COX19"
"chr13",20805094,20806746,1653,"*",19,3.10305249637841e-05,0.0135442592564422,0.0971528218476666,0.0144093226398336,-0.0447518022242149,-0.0120517465619144,"GJB6"
"chr15",42371511,42371967,457,"*",7,3.19822830484333e-05,0.000154238591321524,0.0937973649561614,0.000390969884427998,-0.0678403484649096,-0.0328757097953502,"PLA2G4D"
"chr2",157177936,157179512,1577,"*",8,3.3937802180845e-05,0.0210060467173469,0.0903091776341781,0.0118441593909555,-0.0427306978684386,-0.0211015663903081,NA
"chr14",100258773,100259860,1088,"*",9,3.66985740713751e-05,0.0620496462462051,0.0800944743762926,0.0279760976236832,0.0147711412782359,0.00106492732164144,"EML1"
"chr11",368351,369875,1525,"*",27,4.10274382463275e-05,0.00526845122187339,0.104041687338017,0.00145341672160761,-0.0526783875465782,-0.0164751170672441,"B4GALNT4"
"chr6",154830168,154831780,1613,"*",8,4.15096185974906e-05,0.0621081576081581,0.0848128963431323,0.0340876897819671,-0.0382891160949781,-0.00636218947857034,"CNKSR3"
"chr5",1855043,1858360,3318,"*",14,4.28297519823252e-05,1.49139841392031e-05,0.104041687338017,4.54325312845686e-05,-0.106849155373032,-0.0431641330293413,"CTD-2194D22.2"
"chr9",140473184,140473875,692,"*",6,5.44277980761038e-05,0.0360787442270581,0.0848128963431323,0.00514544416199896,-0.0916326819889211,-0.0289269263436152,"DPH7"
"chr6",52926119,52926964,846,"*",13,6.92881242701463e-05,0.0570851907654451,0.0903091776341781,0.024265180379162,-0.0258153283359261,-0.00211732924670982,"FBXO9, ICK"
"chr2",62932096,62933278,1183,"*",11,7.17659704059284e-05,0.0138997706593909,0.0983060668186536,0.00427004753137633,-0.0208143495247644,0.00345341807675529,"EHBP1"
"chr16",55793200,55794910,1711,"*",7,7.29485900464727e-05,0.0041351394754954,0.0943277936283181,0.000940264401636178,-0.130225240290651,-0.0544032623890479,"CES1P1"
"chr6",1618814,1621093,2280,"*",10,8.03168554856452e-05,0.000713937051260267,0.101835094205732,0.000466286905425414,-0.0829099472651487,-0.0449704853166304,NA
"chr17",216855,217614,760,"*",4,8.67779706041655e-05,0.0045519963623676,0.0848128963431323,0.00317279852733846,-0.0768277027342386,-0.0475873126497548,"RPH3AL"
"chr17",78009173,78011083,1911,"*",13,8.84396464233242e-05,0.0309904618108842,0.0983060668186536,0.00942067624399811,-0.0104353797747449,-0.00315252181532925,"CCDC40, TBC1D16"
"chr20",24450353,24452131,1779,"*",12,9.02015725021255e-05,0.0226347292658509,0.0903091776341781,0.00260699286968814,-0.0545594251547565,-0.019147501633177,"SYNDIG1"
"chr8",17657942,17659378,1437,"*",10,9.2204993234295e-05,0.0073793698194337,0.100883198848894,0.00256439637571792,-0.0190679716380195,-0.0104763397464459,"RP11-156K13.1, MTUS1"
"chr3",37901338,37904293,2956,"*",10,9.359918948588e-05,0.0414843914664164,0.0848128963431323,0.0106926962612194,0.0332378566645959,0.000922537972071366,"CTDSPL, AC093415.2"
"chr20",46414355,46415859,1505,"*",19,0.000100914911397864,0.00483684976300647,0.101942504131458,0.00274918504389203,-0.249251717333491,-0.0202755812117222,"SULF2"
"chr4",978723,979389,667,"*",7,0.000115422509795407,0.00831799991080676,0.100238938643908,0.00256439637571792,-0.0637516243282036,-0.0262300333233705,"DGKQ, SLC26A1"
"chr12",120966704,120967582,879,"*",15,0.00012495877153066,0.0466643423331028,0.0953207059970804,0.0181425643550433,-0.0716011004709244,-0.00832673595349461,"COQ5"
"chr9",107525114,107526778,1665,"*",7,0.000135303743397986,0.00219114143456224,0.0903091776341781,0.00384721174643367,-0.0340430508771487,-0.0138563856079407,"NIPSNAP3B"
"chr15",75017914,75019376,1463,"*",29,0.00013799947767592,0.000207170732192424,0.10604245582986,0.00152980552276719,-0.0521971339756087,-0.0122942929342889,"CYP1A1"
"chr12",44152117,44153746,1630,"*",15,0.000139168416528637,0.0012864966452911,0.104041687338017,0.0013944019919974,0.0271578334937626,0.00561691413169513,"IRAK4, PUS7L"
"chr6",52710879,52711494,616,"*",3,0.000144604643893064,0.111025783829918,0.0800944743762926,0.0229389339860019,0.0171985992726329,0.000491006896504019,"GSTA5"
"chr9",100819229,100819928,700,"*",3,0.000152276024682348,0.153090044881687,0.081909766822494,0.0348267882146396,-0.124878483374105,-0.0409685881487169,"NANS"
"chr6",41701882,41703039,1158,"*",3,0.000155276126733474,0.0566743021645503,0.0848128963431323,0.030963520922258,-0.00652673489200119,-0.00236119068424312,"TFEB"
"chr3",49710768,49712339,1572,"*",17,0.000157484519758449,0.0825502641069342,0.0903091776341781,0.0343753003792235,0.0339793223614698,0.002248518056797,"APEH"
"chr4",924812,926475,1664,"*",14,0.000162106475854065,0.0812933333432584,0.0906931901596496,0.0347806887339097,0.0268974063776665,-9.5654941742281e-06,"TMEM175, GAK"
"chr8",144519125,144519832,708,"*",4,0.000181973798160875,0.00173463080378553,0.0903091776341781,0.00241392283250784,0.0400706362727638,0.0192640995728388,"ZC3H3"
"chr11",126455596,126456651,1056,"*",7,0.000194835909129973,0.00735501768013955,0.0906931901596496,0.00267294511183297,-0.10848788928964,-0.0324894010210448,"KIRREL3-AS1, KIRREL3"
"chr12",5620842,5621261,420,"*",5,0.000203680934906975,0.000539284452858846,0.0906931901596496,0.00153314261871911,-0.0518199669308857,-0.0363903766381055,"NTF3"
"chr13",113776126,113777160,1035,"*",11,0.000205294901035964,0.000322223134023064,0.101874885932569,0.0013944019919974,-0.0683000472296623,-0.0270042468513698,"F10"
"chr19",51774377,51775111,735,"*",6,0.000205294901035964,0.00030283953896014,0.0983060668186536,0.00141138794525615,-0.0593397461008911,-0.0379016969322811,"CTD-3187F8.11, CTD-3187F8.2"
"chr7",48351895,48352531,637,"*",2,0.000206632134437906,0.0569709582769943,0.081909766822494,0.0214139396484047,-0.0499477280481217,-0.0231917020573167,"ABCA13"
"chr12",103940343,103941424,1082,"*",3,0.000220015997509941,0.012960575245502,0.0848128963431323,0.00598615187428434,-0.0379944103773203,-0.0219084996785569,NA
"chr1",177001793,177002422,630,"*",4,0.00022317225640277,0.0106140426504927,0.0903091776341781,0.00274421516920143,-0.104433729001031,-0.0572468407798477,"ASTN1"
"chr5",323320,323969,650,"*",4,0.00022752792257764,0.00475646983795587,0.0946126737452128,0.00359258689026258,-0.0665138323303809,-0.027988241220265,"PDCD6, AHRR"
"chr7",158362052,158365160,3109,"*",12,0.000227971982346545,0.00139659941149728,0.0999500148006163,0.00229611714357039,-0.0769534021502239,-0.0261910983060563,"PTPRN2"
"chr12",131617044,131617985,942,"*",5,0.000244102996214958,0.0239177626654043,0.0903091776341781,0.00777190498563095,-0.0931216330695348,-0.044531993862552,"GPR133"
"chr12",10364612,10366566,1955,"*",17,0.000259506891681378,0.0435905481332958,0.0903091776341781,0.0150419157574638,0.0548789076159618,-0.000724400505476795,"GABARAPL1"
"chr10",77871618,77872458,841,"*",8,0.000259679394231077,0.00437024601003826,0.0983060668186536,0.00598615187428434,-0.0399072332276591,-0.0214628384456277,"C10orf11"
"chr10",15037360,15038349,990,"*",5,0.000267726788547139,0.000717071546762876,0.094719253921318,0.00237321036052053,-0.0655850456147302,-0.0394838856345023,NA
"chr19",23941207,23942126,920,"*",13,0.000278705265144167,0.000198490655153539,0.101461327269971,0.000641395537522752,-0.152638562183273,-0.0493494050514812,"ZNF681"
"chr7",149112142,149112961,820,"*",6,0.000285728759217653,0.0106133724114415,0.0903091776341781,0.0115614798644035,-0.0706186528936017,-0.0365674834009453,NA
"chr3",46506104,46506864,761,"*",11,0.000292206284140717,5.36820511421939e-05,0.104041687338017,0.00080204849723258,-0.0585836725272911,-0.0329115153191417,"LTF"
"chr6",43043691,43045187,1497,"*",10,0.000295046294859186,0.0228079308710414,0.0906931901596496,0.0191749701785025,-0.0355789268631157,-0.0105558428371876,"PTK7"
"chr6",99279483,99282348,2866,"*",15,0.000300462840941063,0.000131048711392747,0.104219754567357,0.000675499172265048,-0.0291409491114968,-0.011233199088842,NA
"chr16",66612955,66613970,1016,"*",13,0.000300462840941063,2.92752377613191e-05,0.104041687338017,0.000467487811385877,-0.0495880043652665,-0.0303481829473856,"CKLF-CMTM1, CMTM1, CMTM2, RP11-403P17.2"
"chr10",38383525,38384507,983,"*",5,0.000303512126349247,0.0456060937423275,0.0903091776341781,0.0236269761785968,0.0114948900454039,0.00388907684478592,"ZNF37A"
"chr13",20701668,20703415,1748,"*",11,0.000305647805735789,0.000207170732192424,0.104041687338017,0.000815871092563889,-0.0620354382300451,-0.0246389985349977,NA
"chr16",87311948,87312869,922,"*",7,0.000312343640853987,0.00109139106850009,0.0946126737452128,0.00172841625707118,-0.047430602423223,-0.0243294128953557,"C16orf95, RP11-178L8.5"
"chr16",54542167,54542303,137,"*",3,0.000312343640853987,0.00805504566547659,0.0885143789866324,0.00330310881355317,-0.0427739853520838,-0.0203989532903848,NA
"chr8",144484205,144484296,92,"*",2,0.00031802954543025,0.00103297474091696,0.0867548136116768,0.00210765276911485,-0.0627328777575557,-0.0563417786351387,NA
"chr4",2943901,2945648,1748,"*",8,0.000327181448029515,3.41771641430463e-05,0.104041687338017,0.000641395537522752,0.0576275835351459,0.0364551706380183,"NOP14-AS1, NOP14"
"chr7",105221826,105222699,874,"*",9,0.000348215997433186,0.00112269525357254,0.104041687338017,0.00229611714357039,-0.0335198063690992,-0.0180203151939304,"EFCAB10"
"chr13",113622038,113624471,2434,"*",16,0.000355453916707023,0.00426204591055736,0.101461327269971,0.00205587806469005,-0.0264996647960034,-0.00932713186766419,"MCF2L, MCF2L-AS1"
"chr10",126782326,126783209,884,"*",7,0.00037200575251207,0.122328627452872,0.0800944743762926,0.0412547706974463,0.0156714250085462,0.0066107553286217,"CTBP2"
"chr7",1198122,1200435,2314,"*",16,0.000379137788587623,0.0165165408878135,0.104041687338017,0.0100561956207429,0.147738340031528,0.0238726436139266,"AC091729.9, ZFAND2A"
"chr11",7110074,7111072,999,"*",7,0.000379137788587623,0.00153171533838524,0.0906931901596496,0.00237321036052053,0.118150118079199,0.0499894673811402,"RBMXL2"
"chr17",74553406,74554844,1439,"*",9,0.000397806613459803,0.0563352118070368,0.0848128963431323,0.0354899117914865,-0.0262094953853761,-0.000534506848103995,"SNHG16, RP11-666A8.8"
"chr16",84940830,84941294,465,"*",4,0.000397806613459803,0.0295539053664763,0.0903091776341781,0.00934226532508409,0.0786370426914881,0.0290945457798577,"CRISPLD2"
"chr10",8100114,8103673,3560,"*",12,0.000404264134558236,0.00236881542539518,0.0949623646745133,0.00210765276911485,-0.0778846905792003,-0.0304203052009325,"GATA3"
"chr7",18534872,18535786,915,"*",9,0.000404264134558236,0.000321021788686084,0.101874885932569,0.00153314261871911,-0.04710597368513,-0.0340471146634167,"HDAC9"
"chr10",104473629,104475340,1712,"*",11,0.000408394753525487,0.0715979823713926,0.0848128963431323,0.038054346125144,0.00948702342236378,8.75189677813024e-06,"SFXN2, ARL3"
"chr13",113471826,113472632,807,"*",3,0.000420795523629353,0.0170596561203046,0.0880767720228874,0.0135130557632374,-0.0187351510672526,-0.00372235828344872,"ATP11A"
"chr11",46957758,46958558,801,"*",12,0.000422832624148495,0.000359431737910557,0.104041687338017,0.00180757893783665,-0.0840522376531091,-0.0173373197680535,"C11orf49"
"chr12",113494031,113495037,1007,"*",4,0.000436334097446057,0.0286940108765816,0.0903091776341781,0.0153726896277644,-0.0493103729600775,-0.0235547944157011,"DTX1"
"chr4",174912071,174912278,208,"*",5,0.000438126825463895,0.000321021788686084,0.097366236198131,0.00153314261871911,-0.0804234242240981,-0.0552183317521877,NA
"chr18",43912991,43914264,1274,"*",11,0.000439269724425708,0.00108530611346524,0.10434764118743,0.00175228501827054,-0.0601599743212222,-0.0194894885607419,"RNF165"
"chr17",80260329,80261212,884,"*",4,0.000439269724425708,0.000442760424648613,0.0903091776341781,0.00126453285391971,-0.0861153432796472,-0.0495573290261216,NA
"chr7",75931606,75933294,1689,"*",20,0.000449537126132792,0.000131048711392747,0.10434764118743,0.00153314261871911,-0.0290133360368346,-0.00600011705895395,"HSPB1"
"chr11",3224451,3225550,1100,"*",7,0.000454744592910511,0.00292603275389233,0.0903091776341781,0.00635387319010845,-0.118786053998931,-0.0355261349174634,NA
"chr8",97657072,97658774,1703,"*",17,0.000457359544644683,0.0642567416289931,0.104041687338017,0.038054346125144,-0.0360129139728762,-0.00689557228545794,"CPQ"
"chr7",124404244,124406235,1992,"*",15,0.000457359544644683,0.000407844348037657,0.10434764118743,0.0013944019919974,0.0742129513225698,-0.00319328577920339,"GPR37"
"chr1",185703201,185704549,1349,"*",14,0.000468773198286534,0.000101724986141402,0.104535059012148,0.00153314261871911,-0.0340789120403161,-0.017742144561179,"HMCN1"
"chr6",74063522,74064594,1073,"*",10,0.000474250620278062,0.00433682526732991,0.104041687338017,0.0046690964384165,0.0734928861636226,0.0365159014547146,"DPPA5"
"chr12",31271429,31272119,691,"*",5,0.000476862466376284,0.000541071529006964,0.093133474255399,0.00229611714357039,-0.125113829279785,-0.091038555074511,"RP11-551L14.1"
"chr18",21572622,21572748,127,"*",4,0.000503585792344636,0.000322223134023064,0.0969922212747247,0.00156708758092179,-0.0745507798000097,-0.0515791920724611,"TTC39C"
"chr1",201617042,201619900,2859,"*",16,0.000508932094591134,0.00147941249053521,0.104151186873131,0.00242575417622392,-0.0909791751834436,-0.0395044887474744,"NAV1"
"chr5",36662804,36662950,147,"*",3,0.000527863302764843,0.000685091232705407,0.0903091776341781,0.00210765276911485,-0.0638694404252432,-0.0561033265525103,"SLC1A3"
"chr11",63883266,63884524,1259,"*",4,0.000557420357437858,0.0181592015482166,0.0903091776341781,0.0127692053048875,-0.0272091546221473,-0.00633889427452642,"FLRT1, MACROD1"
"chr17",20798895,20800556,1662,"*",13,0.00062575913895138,0.00165449310944809,0.10434764118743,0.00376905909492271,-0.0822588555692505,-0.0432062683895799,"RP11-344E13.3, CCDC144NL"
"chr2",190648283,190649483,1201,"*",14,0.000642219794602762,0.0831778649597508,0.0903091776341781,0.048412320224524,-0.0100068058416916,-0.00184338838098502,"PMS1, ORMDL1"
"chr9",33473445,33474983,1539,"*",5,0.000643382888618562,0.0082003265166792,0.090871177471203,0.0117023635970274,-0.0182096441119508,-0.00452923880198258,"NOL6"
"chr6",29854740,29860039,5300,"*",57,0.000664551690382792,0.000129019276459451,0.104219754567357,0.000186984446423722,0.112590727289667,-0.0130970597554182,"HLA-H, HCG4P7"
"chr8",87081553,87082205,653,"*",10,0.000664551690382792,0.00475646983795587,0.0993376482570625,0.00562034077368997,-0.0642597162463036,-0.0359755997776103,"ATP6V0D2, PSKH2"
"chr11",120381319,120382197,879,"*",3,0.000664551690382792,0.0524844876084266,0.0867548136116768,0.0302077314855513,-0.0523240793731291,-0.0171983437967795,NA
"chr6",30584245,30586468,2224,"*",43,0.000719637465977494,0.039504819259981,0.097366236198131,0.0129772206663598,0.0184373426826863,0.000424232138040687,"MRPS18B, PPP1R10"
"chr10",47082604,47083632,1029,"*",10,0.000721942007451159,0.00730048916462331,0.101104825768228,0.00562367895802167,-0.101721473236744,-0.0295512755661717,"NPY4R, LINC00842"
"chr18",72124791,72125544,754,"*",3,0.000731805471404629,0.048269973947874,0.0848128963431323,0.0270936359659803,-0.0789986964152023,-0.0426817846318371,"FAM69C"
"chr16",86541480,86544787,3308,"*",26,0.000751100072336512,0.0104754633954409,0.104041687338017,0.00777190498563095,-0.0398566648303521,-0.00317537061340449,"FOXF1, FENDRR"
"chr1",9883887,9885517,1631,"*",16,0.000751100072336512,0.0180384727289043,0.104041687338017,0.0172328830332892,-0.0455848129609374,-0.0194040755252681,"CLSTN1"
"chr16",1480030,1481278,1249,"*",8,0.000751100072336512,0.00437024601003826,0.098733473417239,0.00539908410945792,-0.0525301808294533,-0.0112266571829298,NA
"chr2",95663959,95664359,401,"*",5,0.000751100072336512,0.000321021788686084,0.101874885932569,0.00195629313030064,-0.0564657087346188,-0.0461687343233341,NA
"chr2",236846527,236847057,531,"*",3,0.000751100072336512,0.0380153660321801,0.0848128963431323,0.0224891851844909,-0.025156704237355,-0.0164757266690198,"AGAP1"
"chr20",3218145,3219539,1395,"*",12,0.000753550043057957,0.00316756295531306,0.104041687338017,0.00497721226254555,-0.0559435208799923,-0.0329298055304268,"SLC4A11"
"chr16",11349308,11351330,2023,"*",23,0.000770817926258412,0.0440455099618815,0.104219754567357,0.0160673945745485,-0.0398993268106907,-0.00615503490151079,"RMI2, SOCS1"
"chr14",67878142,67879385,1244,"*",8,0.000775207483930336,0.00416615678963489,0.0955735013602166,0.00552206795105299,-0.0601862818219523,-0.02823965581438,"PLEK2"
"chr2",98261952,98262923,972,"*",13,0.000779419477103082,0.108045287068115,0.0903091776341781,0.0545900748074872,0.0162657409999473,0.00340856742109895,"COX5B"
"chr5",178593785,178594990,1206,"*",10,0.000785316659905525,0.000476351596879381,0.098733473417239,0.00153314261871911,-0.0783585864687174,-0.0251271662299692,"ADAMTS2"
"chr5",132008525,132009630,1106,"*",4,0.000785833352872418,0.0267956114661066,0.0848128963431323,0.018444736363418,-0.035237959050483,-0.0128373431677476,NA
"chr20",62669102,62670729,1628,"*",5,0.000787688908930133,0.000291967213628625,0.0955735013602166,0.00153314261871911,-0.0461516316672568,-0.0255265100111231,"LINC00176, ZNF512B"
"chr4",149363769,149366997,3229,"*",13,0.000801778416994405,0.0281334779852011,0.103208677430807,0.00562034077368997,-0.00827978845185452,-0.00272235711230499,"NR3C2"
"chr7",1026949,1027990,1042,"*",3,0.000802397642775246,0.037940257786548,0.0856753400024958,0.0279760976236832,0.112391238603103,0.0364414912324959,"CYP2W1"
"chr2",179309384,179310165,782,"*",2,0.000802397642775246,0.0682554448253578,0.0848128963431323,0.0286923111998768,0.0148741373867092,0.00786983661197867,"PRKRA"
"chr6",134638742,134639482,741,"*",10,0.000820640930022464,0.000321021788686084,0.104041687338017,0.00229611714357039,-0.0479568920427312,-0.0236752204660183,"SGK1"
"chr2",129659018,129660605,1588,"*",8,0.000821303593056847,0.000442760424648613,0.104041687338017,0.00256439637571792,-0.0730352765717789,-0.0473568251375105,NA
"chr5",174134737,174135761,1025,"*",4,0.000821303593056847,0.0330808804242484,0.0906931901596496,0.0214664023486544,0.0385042298780062,0.0151878206556345,NA
"chr3",171559851,171560011,161,"*",3,0.00082617215133978,0.0420427183015976,0.0848128963431323,0.01546281333475,-0.0210968560714031,-0.0112239727413191,NA
"chr13",21900392,21901649,1258,"*",7,0.000838000049169302,0.00295967502089727,0.104041687338017,0.00502500991035984,-0.133759711687659,-0.0824304000819051,"LINC00422"
